Code equipement,Libellé equipement,Code domaine,Code famille,Etat de santé,Quantité,IRSI,Typologie,Mode de gestion,Code batiment,Code zone,Code local,Code superviseur,Motif de l'évaluation,Origine date mise en service,Motif si état santé impossible,Modèle,Référence,SME/Développement durable,Code DPGF,Débit d'air (m3/h)-AIR,Pression (bar)-AIR,Puissance (kW)-AIR,Type-AIR,Type-CFA,Type-CFO,Puissance (kW)-CFO,Puissance (kVA)-CFO,Cyce (nbr de démarrage)-CFO,Nature diélectrique-CFO,Alimentation (V)-CFO,Type d'éclairage-CFO,Diélectrique transfo. (I)-CFO,Batterie (nbr)-CFO,Anti déflagrant-CFO,Type de batterie-CFO,Programmation-CFO,Zone desservie-CFO,Puissance transormateur (kVA)-CFO,Type de télécommande-CFO,Puissance souscrite-CFO,Tension altérnateur (V)-CFO,Horaire de fonctionnement-CFO,Sortie source centrale (V)-CFO,Puissance source centrale (W)-CFO,Type-CVC,Débit d'air (m3/h)-CVC,Débit d'eau (m3/h)-CVC,Régime eau E/S (°C)-CVC,Régime air E/S (°C)-CVC,Type de fluide frigorignène-CVC,Charge fluide (kg)-CVC,Pilotage-CVC,Type de régulation-CVC,Puissance (kW)-CVC,Régulation-CVC,Horaire de fin-CVC,Unité de stockage-CVC,Capacité cuve (m3)-CVC,Alarme cuve-CVC,Pression (bar)-CVC,Puissance thermique (kW)-CVC,Type de pré-filtration-CVC,Puissance frigorifique (kW)-CVC,Puissance therm. évacuée (kW)-CVC,Pulvériation d'eau-CVC,Type de filtration-CVC,Type de programmation-CVC,Type de reversibilité-CVC,Caractéristique-CVC,Type-ESV,Type-FAC,Pilotage à distance-GTB,Nombre de points-GTB,Autres-GTB,Mobilité-LEV,Niveaux (nbr)-LEV,Course (m)-LEV,Vitesse (m/s)-LEV,Charge (kg)-LEV,Portes vantaux (nbr)-LEV,Nombre de vitesse-LEV,N° ref. fournisseur-LEV,Type-OUV,Type-PAU,Portes vantaux (nbr)-PAU,Hauteur (m)-PAU,Largeur (m)-PAU,N° ref. fournisseur-PAU,Type de motorisation-PAU,Type-PIE,Diamètre RIA (mm)-PIE,Longueur du tuyau (m)-PIE,Pression (bar)-PIE,Type de commande-PIE,Modèle commande-PIE,Type de gaz-PIE,Volume bouteilles-PIE,Nombre de bouteilles-PIE,Débit d'eau (m3/h)-PIE,Puissance surpresseur (kW)-PIE,Nombre de niveaux-PIE,Nombre de prises doubles-PIE,Nombre de prises simples-PIE,Diamètre robinet (mm)-PIE,Type-PLB,Type de filtration-PLB,Débit d'eau (m3/h)-PLB,Puissance (kW)-PLB,Puissance totale (kW)-PLB,Régime eau E/S (°C)-PLB,Capacité (L)-PLB,Capacité (m3)-PLB,Calorifugeage réseau-PLB,Type-POR,Type-SOE,Type-SSI,Nombre de zone-SSI,Mode de transmission-SSI,Type-SUP,Surface (m2)-TOI,Type-VRD,Type de réseau-VRD,Equipment commun/privatif,Fiabilité date mise en service,Organe vital,Adressable-CFO,Accessibilité (hauteur)-CFO,Coupure locale-CFO,Télécommande-CFO,Type de flux-CVC,Adiabétique-CVC,Type de débit-CVC,Batterie chaude-CVC,Batterie froide-CVC,Recyclage-CVC,Thermostatique-CVC,Composition (matière)-CVC,Récupération de chaleur-CVC,Type-GTB,CVC-GTB,Eclairages-GTB,Stores-GTB,Type-LEV,Type de portes palière-LEV,Stores-PAU,Type d'automatisme-PAU,Modèle extincteur-PIE,Commande fermeture-PIE,Commande ouverture-PIE,Mode ouverture-PIE,Stockage-PLB,Adressable-SSI,Accessibilité-TOI,Niveau equipement,Quantite,Code statut,Libelle statut,Equipement règlementaire,Niveau Equipement1,statut_site
21090-PIE-PCFN-098,Portes coupe-feu tous types,PIE,PCFN,,1.0,240533,PIFC,MONO,210901,R02-PP,,M52,,,,,,,PI24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-PIE-PCFN-099,Portes coupe-feu tous types,PIE,PCFN,,1.0,240533,PIFC,MONO,210901,R02-PP,,M52,,,,,,,PI24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-PIE-PCFN-100,Portes coupe-feu tous types,PIE,PCFN,,1.0,240533,PIFC,MONO,210901,R02-PP,,M52,,,,,,,PI24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-PIE-PCFN-101,Portes coupe-feu tous types,PIE,PCFN,,1.0,240533,PIFC,MONO,210901,R02-PP,,M52,,,,,,,PI24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-PIE-PCFN-102,Portes coupe-feu tous types,PIE,PCFN,,1.0,240533,PIFC,MONO,210901,R02-PP,,M52,,,,,,,PI24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-486,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-487,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-488,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-489,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-490,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-491,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-492,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-493,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-494,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-495,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-496,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-497,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-498,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-499,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-BOUS-500,"Bouche ou grille ou diffuseur, tous types",CVC,BOUS,,1.0,240533,PIFC,MONO,210901,,,M52,,,,,,,CVC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-016,VMC simple flux - Sanitaire,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-366,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-017,VMC simple flux - Sanitaire,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-357,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-018,VMC simple flux - Sanitaire,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-349,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-019,VMC simple flux - Sanitaire,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-347,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-020,VMC simple flux - Sanitaire,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-346,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-021,VMC simple flux - Sanitaire,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-OFF FE,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-022,VMC simple flux - Sanitaire Expédition,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-036,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-023,VMC simple flux - Sanitaire PSI,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-PSI,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-024,VMC simple flux - Labo papier,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,SAN-336,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-025,VMC simple flux - Local Salle de Com,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,BUR-348,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-026,VMC simple flux - Local Pompier,CVC,VMCS,,1.0,240533,PIFC,MONO,210901,RDC-PP,BUR-481,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-027,VMC simple flux - Local de charge Alzo,CVC,VMCS,,1.0,240533,PIFC,MONO,210906,RDC-PP,ATE-ALZO,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-028,VMC simple flux - Sanitaire  Alzo,CVC,VMCS,,1.0,240533,PIFC,MONO,210906,RDC-PP,SAN-ALZO,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCS-029,VMC simple flux - Sanitaire  Show room,CVC,VMCS,,1.0,240533,PIFC,MONO,210900,RDC-PP,SAN-ROOM,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCD-001,VMC double flux - bureau Show room,CVC,VMCD,,1.0,240533,PIFC,MONO,210900,R01-PP,SHOW ROOM,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCD-002,VMC double flux - bureau ACC,CVC,VMCD,,1.0,240533,PIFC,MONO,210901,TOI-BA,BUR-283,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCD-003,VMC double flux - bureau FAB,CVC,VMCD,,1.0,240533,PIFC,MONO,210901,TOI-BA,BUR-187,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCD-004,VMC double flux - Cuisine,CVC,VMCD,,1.0,240533,PIFC,MONO,210901,TOI-BA,BUR-283,M52,,,,,,,CVC61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-VMCD-ENS,Ensemble de VMC double flux,CVC,VMCD,,3.0,240533,PIFC,MONO,210901,,,M52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,ES,En Service,NON,2.0,actif
21090-CFO-COMP-003,Compteur électrique,CFO,COMP,,1.0,240533,PIFC,MONO,210900,,,M52,,,,,,,CFO7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-014,REGUL HUMIDIFICATEUR CTA 108 VERIFICATION,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-380,M52,,,,DEFENSOR,MK5,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-015,REGUL HUMIDIFICATEUR CTA 109 AXODE,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-380B,M52,,,,CONDAIR ,RS 16,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-016,REGUL HUMIDIFICATEUR CTA 124 PERSONNALISATION,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-364,M52,,,,DEFENSOR ,MK5,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-017,REGUL HUMIDIFICATEUR CTA 124 PERSONNALISATION,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-364,M52,,,,,,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-018,REGUL HUMIDIFICATEUR CTA 124 PERSONNALISATION,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-364,M52,,,,,,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-019,REGUL HUMIDIFICATEUR CTA 147 FACONNAGE,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-374,M52,,,,,,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-020,REGUL HUMIDIFICATEUR CTA 149 LABO PAPIER,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-336,M52,,,,,,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-021,REGUL HUMIDIFICATEUR CTA PI,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-327,M52,,,,,,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
21090-CVC-ARRG-022,REGUL HUMIDIFICATEUR CTA 310-2 ATELIER NUM,CVC,ARRG,,1.0,240533,PIFC,MONO,210901,RDC-PP,ATE-310,M52,,,,,,,CVC74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
